season,week,celebrity_name,v_predicted_share,ci_lower,ci_upper,ci_std,mu_base,sigma
2,Week_2,Tia Carrere,0.0900020732447191,0.04697197118328913,0.1887122893839287,0.03585794607319033,-0.0765704408631699,0.3569457366170009
2,Week_2,George Hamilton,0.1009975719641612,0.052944813277942496,0.1788668934876386,0.033094962103002494,-0.0289722473369673,0.2939496436873202
2,Week_2,Lisa Rinna,0.0797150346292306,0.047176942939513494,0.18365664498927292,0.03534511431109903,-0.071109009227786,0.3495290933026515
2,Week_2,Stacy Keibler,0.1077559304834999,0.0419189330416746,0.2711290929617846,0.057751702967637375,0.083952640331309,0.5067435093336405
2,Week_2,Jerry Rice,0.1204987590513891,0.04736367007681729,0.25648901985508304,0.05404431860615204,0.126699665746017,0.4680174457179626
2,Week_2,Giselle Fernandez,0.1905568710686553,0.050896752029428234,0.21611889623947697,0.04298659537000819,0.0755163177745281,0.388272936481453
2,Week_2,Master P,0.0573131329362336,0.04126014091101629,0.2268692550925012,0.049882873025213874,0.0036191748211603,0.4767653700742725
2,Week_2,Drew Lachey,0.1605928231810528,0.04077969438304905,0.25080834620680026,0.05487018016157076,-0.0004375033229007,0.5087695509885239
2,Week_3,Tia Carrere,0.2225243449243031,0.052156575332406786,0.20871030914420416,0.040565884593687616,-0.0765704408631699,0.3569457366170009
2,Week_3,George Hamilton,0.0998485078204925,0.06165359225830576,0.19257799577771495,0.034488771749232365,-0.0289722473369673,0.2939496436873202
2,Week_3,Lisa Rinna,0.1314214870305831,0.053094612673500706,0.20266593293770563,0.037888170577638755,-0.071109009227786,0.3495290933026515
2,Week_3,Stacy Keibler,0.1633777980371037,0.04706219207761215,0.29655936547879036,0.0637739344603371,0.083952640331309,0.5067435093336405
2,Week_3,Jerry Rice,0.1391143878429175,0.05296738742594313,0.2921566794689731,0.06163838195772778,0.126699665746017,0.4680174457179626
2,Week_3,Giselle Fernandez,0.118430623455288,0.058945371816674696,0.2552216942786807,0.050495606448914834,0.0755163177745281,0.388272936481453
2,Week_3,Master P,0.082392385974551,0.04664968153605068,0.2578269712563545,0.05561723340786676,0.0036191748211603,0.4767653700742725
2,Week_3,Drew Lachey,0.042890464914761,0.03937778931042986,0.2671306823738227,0.05920229350554916,-0.0004375033229007,0.5087695509885239
2,Week_4,Tia Carrere,0.1457491099528798,0.061219438444509076,0.2257121254453685,0.04434720344561035,-0.0765704408631699,0.3569457366170009
2,Week_4,George Hamilton,0.0475882987213302,0.06599765797762323,0.22408791771317865,0.04001251104129931,-0.0289722473369673,0.2939496436873202
2,Week_4,Lisa Rinna,0.1426747045000882,0.06176858480621535,0.2364482549549986,0.046633405587881406,-0.071109009227786,0.3495290933026515
2,Week_4,Stacy Keibler,0.2216466437165337,0.05993991116664835,0.3037283146831583,0.06633187037100471,0.083952640331309,0.5067435093336405
2,Week_4,Jerry Rice,0.0897281576388815,0.06647057052632081,0.308810497459299,0.06515437843196702,0.126699665746017,0.4680174457179626
2,Week_4,Master P,0.1682543055353133,0.05553202994421268,0.3109895181939595,0.06551795006714223,0.0036191748211603,0.4767653700742725
2,Week_4,Drew Lachey,0.1843587799349731,0.05016142541186717,0.30621720686667286,0.06723460995682967,-0.0004375033229007,0.5087695509885239
2,Week_5,Tia Carrere,0.2045051197849025,0.06876296262280422,0.280903365885493,0.05513271929086588,-0.0765704408631699,0.3569457366170009
2,Week_5,George Hamilton,0.1457482985619499,0.08419502803979988,0.24797955723701082,0.04390109288176911,-0.0289722473369673,0.2939496436873202
2,Week_5,Lisa Rinna,0.1799814309634114,0.07206586639019351,0.2694292444684439,0.05296959288727064,-0.071109009227786,0.3495290933026515
2,Week_5,Stacy Keibler,0.2060418826598788,0.06499083597589664,0.3608917773803843,0.0770179341132068,0.083952640331309,0.5067435093336405
2,Week_5,Jerry Rice,0.1329866890227879,0.07571185347314605,0.36522576123575745,0.07595032777799875,0.126699665746017,0.4680174457179626
2,Week_5,Drew Lachey,0.1307365790070691,0.05808482351991906,0.3584772494453024,0.07811969109169847,-0.0004375033229007,0.5087695509885239
2,Week_6,George Hamilton,0.2182445935397888,0.09599099221570026,0.31770132665045026,0.05854227984238625,-0.0289722473369673,0.2939496436873202
2,Week_6,Lisa Rinna,0.1431369915369444,0.08065703739630192,0.3175908713946621,0.06156160935891407,-0.071109009227786,0.3495290933026515
2,Week_6,Stacy Keibler,0.2536718334455771,0.08253711379750352,0.4119033857456783,0.08896376157956988,0.083952640331309,0.5067435093336405
2,Week_6,Jerry Rice,0.2202484945992209,0.08765830734087333,0.4111162969669174,0.08701490613519941,0.126699665746017,0.4680174457179626
2,Week_6,Drew Lachey,0.1646980868784686,0.06893128483214975,0.3846286620089779,0.08255515926771424,-0.0004375033229007,0.5087695509885239
2,Week_7,Lisa Rinna,0.2138275132553073,0.10199217688286759,0.395223617239615,0.07565011423946941,-0.071109009227786,0.3495290933026515
2,Week_7,Stacy Keibler,0.2851635630004413,0.08837839033606767,0.5027022141677958,0.10685511363677955,0.083952640331309,0.5067435093336405
2,Week_7,Jerry Rice,0.2589898359373787,0.10857366541667904,0.4871190254892858,0.10007581920628385,0.126699665746017,0.4680174457179626
2,Week_7,Drew Lachey,0.2420190878068725,0.09353466237639953,0.47566527039396045,0.0964255908875918,-0.0004375033229007,0.5087695509885239
2,Week_8,Stacy Keibler,0.4161962567338841,0.10997177387426568,0.6118174868485053,0.12825048947562312,0.083952640331309,0.5067435093336405
2,Week_8,Jerry Rice,0.2832793019544233,0.13501186092517486,0.642365862121944,0.12865981957638056,0.126699665746017,0.4680174457179626
2,Week_8,Drew Lachey,0.3005244413116925,0.11275078960048437,0.5917705303517492,0.1281765182994518,-0.0004375033229007,0.5087695509885239
3,Week_1,Harry Hamlin,0.0652404443336163,0.04127184782074221,0.14781715986198007,0.028194754896032733,-0.0498546192600721,0.3207365566143418
3,Week_1,Vivica A. Fox,0.0784486892372051,0.040067546093553986,0.1573137413537269,0.029025528606417248,-0.0712593570561035,0.3493532830713214
3,Week_1,Monique Coleman,0.0629070537737888,0.03673770287470731,0.16319547536642043,0.03326373970230335,-0.1029479361069064,0.3925204548721925
3,Week_1,Joey Lawrence,0.0874958885096039,0.0376740155382734,0.15859940486091553,0.02966773621559229,-0.0922834250043871,0.3810082902255934
3,Week_1,Mario Lopez,0.1009779599065498,0.03725253742630056,0.1584560294031356,0.030596610773570024,-0.0906622273485956,0.3731812834769987
3,Week_1,Emmitt Smith,0.0414631769421613,0.03639478267318414,0.2212466168965766,0.048834661724486694,0.1180033324999942,0.4917400827296984
3,Week_1,Shanna Moakler,0.1135968453614603,0.04430333728280596,0.1515509104315934,0.029444352082331305,-0.0294586588961841,0.3367344419844932
3,Week_1,Willa Ford,0.1322644541340256,0.03181773121858752,0.21891740301866525,0.04749025653051963,-0.0142519474204023,0.5119008224595607
3,Week_1,Sara Evans,0.0505849823359462,0.03402811082830943,0.21406945450445333,0.04547940884293032,0.0068754153704583,0.4819888796010504
3,Week_1,Jerry Springer,0.1823080673234188,0.045991398949854094,0.17185661251242776,0.032438929204872305,0.1045919971666339,0.3381091916881095
3,Week_1,Tucker Carlson,0.0847124381422234,0.040188422376068254,0.18418237070342594,0.038085934767777274,0.0550332157868242,0.3973436115964462
3,Week_10,Mario Lopez,0.3933490156817198,0.18424854863750034,0.743833428866024,0.145887800577791,-0.0906622273485956,0.3731812834769987
